City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,23-08-2019,47.67,182.75,25.81,53.56,53.89,25.81,51.27,57.64,2.14,32.05,0.52,352.0230769,Severe
Ahmedabad,24-08-2019,41.31,142.75,18.93,55.93,48.86,18.93,37.66,76.75,3.87,23.95,1.8,311.7201183,Very Poor
Ahmedabad,25-08-2019,30.82,119.98,21.13,57.44,52.11,21.13,39.97,69.77,3.87,23.95,1.8,324.6076923,Very Poor
Ahmedabad,26-08-2019,45.77,164.31,36.07,56.76,68.79,36.07,55.67,29.03,2.14,32.05,0.52,413.2660377,Severe
Ahmedabad,27-08-2019,58.51,142.29,46.11,36.67,70.31,46.11,44.52,24.36,2.14,32.05,0.52,475.7792453,Severe
Ahmedabad,28-08-2019,36.1,88.66,27.22,46.87,53.9,27.22,40.52,51.74,2.14,32.05,0.52,360.2828402,Severe
Ahmedabad,29-08-2019,38.5,93.7,37.89,47.69,66.19,37.89,63.22,28.61,2.14,32.05,0.52,424.5981132,Severe
Ahmedabad,30-08-2019,40.53,118.21,36,43.33,61.43,36,49.29,32.49,2.14,32.05,0.52,412.8301887,Severe
Ahmedabad,31-08-2019,37.05,111.11,30.71,48.51,58.68,30.71,46.13,37.33,2.14,32.05,0.52,380.7272189,Severe
Ahmedabad,01-09-2019,31.28,87.45,24.16,47.49,50.72,24.16,47.71,47.56,2.14,32.05,0.52,342.3573964,Severe
Ahmedabad,02-09-2019,25.64,69.07,25.23,52.47,54.36,25.23,48.58,44,2.14,32.05,0.52,348.6254438,Severe
Ahmedabad,03-09-2019,40.18,82.81,29.4,49.59,57.71,29.4,50.91,42.54,2.14,32.05,0.52,373.0532544,Severe
Ahmedabad,04-09-2019,39.16,86.22,16.72,62.06,49.34,16.72,48.32,77.97,2.14,32.05,0.52,295.9826087,Severe
Ahmedabad,05-09-2019,45.55,69.01,20.81,82.99,64.08,20.81,50.79,73.91,2.14,32.05,0.52,322.7331361,Severe
Ahmedabad,06-09-2019,55.43,80.39,22.28,81.63,67.29,22.28,50.6,84.1,2.14,32.05,0.52,331.3443787,Severe
Ahmedabad,07-09-2019,35.05,77.28,25.02,54.26,54.98,25.02,48.29,53.43,2.14,32.05,0.52,347.3952663,Severe
Ahmedabad,08-09-2019,33.15,59.41,18.87,48.34,45.05,18.87,44.03,57.52,2.14,32.05,0.52,311.3686391,Severe
Ahmedabad,09-09-2019,38.7,69.84,21.33,61.48,54.01,21.33,53.34,71.99,2.14,32.05,0.52,325.7792899,Very Poor
Ahmedabad,10-09-2019,45.2,69.26,23.33,72.02,63.4,23.33,50.39,39.15,2.14,32.05,0.52,337.4952663,Severe
Ahmedabad,14-09-2019,59.96,107.96,40.14,69.61,82.74,40.14,64.63,13,2.14,32.05,0.52,438.6075472,Severe
Ahmedabad,15-09-2019,66.21,171.53,37.54,44.57,56.46,37.54,68.54,20.67,2.14,32.05,0.52,422.4188679,Severe
Ahmedabad,16-09-2019,38,107.96,23.87,53.2,52.89,23.87,63.42,26.28,2.14,32.05,0.52,340.6585799,Severe
Ahmedabad,17-09-2019,44.41,102.31,36.34,236.79,156.68,36.34,59.59,32.92,2.14,32.05,0.52,414.9471698,Severe
Ahmedabad,18-09-2019,50.66,126.48,25.45,94.87,76.75,25.45,33.42,34.64,2.14,32.05,0.52,349.9142012,Severe
Ahmedabad,19-09-2019,73.61,133.78,31.7,129.85,99.5,31.7,78.7,31.11,2.93,35.37,2.65,386.5266272,Severe
Ahmedabad,20-09-2019,27.17,55.41,11.26,61.34,42.53,11.26,78.36,42.49,0.66,0.04,0.02,217.6434783,Very Poor
Ahmedabad,21-09-2019,39.27,73.22,17.41,132.09,84.28,17.41,82.79,48.66,3.87,23.95,1.8,302.8159763,Very Poor
Ahmedabad,22-09-2019,45.4,85.77,13.26,128.45,77.78,13.26,90.46,51.35,3.87,23.95,1.8,246.3391304,Very Poor
Ahmedabad,23-09-2019,59.74,108.29,19.33,112.62,76.98,19.33,114.51,43.41,0.96,19.48,1.7,314.0633136,Very Poor
Ahmedabad,24-09-2019,58.49,89.47,18.72,124.86,82.26,18.72,102.52,60.11,1.31,23.57,2.28,310.4899408,Severe
Ahmedabad,25-09-2019,61.46,103.64,23.56,112.12,81.56,23.56,81.76,60.38,1.15,23.41,2.04,338.8426036,Severe
Ahmedabad,26-09-2019,39.34,59.29,18.91,96.73,68.75,18.91,90.49,48.71,1.15,23.37,2.04,311.6029586,Severe
Ahmedabad,27-09-2019,28.2,40.35,18.36,80.73,60.32,18.36,82.95,40.22,1.15,23.37,2.04,308.3810651,Severe
Ahmedabad,28-09-2019,30.18,48.65,24.72,99.02,76.5,24.72,82.66,34.33,1.15,23.37,2.04,345.6378698,Severe
Ahmedabad,29-09-2019,20.71,44.65,14.94,79.1,55.63,14.94,107.18,33.31,1.15,23.37,2.04,270.4434783,Severe
Ahmedabad,30-09-2019,21.94,34.95,11.62,65.04,44.98,11.62,101.99,42.88,1.15,23.37,2.04,222.8086957,Very Poor
Ahmedabad,01-10-2019,33.66,56.01,11.85,92.52,58.64,11.85,137.97,72.52,1.15,23.37,2.04,226.1086957,Poor
Ahmedabad,02-10-2019,51.11,106.2,21.47,118.26,82.17,21.47,129.38,41.28,1.15,23.37,2.04,326.5994083,Severe
Ahmedabad,03-10-2019,57.08,126.9,18.9,98.77,69.73,18.9,99.59,43.21,14.63,27.09,4.1,311.5443787,Severe
Ahmedabad,04-10-2019,49.88,127.47,25.05,101.3,77.98,25.05,120.8,48.48,40.9,27.42,6.04,454.7286432,Severe
Ahmedabad,05-10-2019,57.65,138.99,49.58,168.74,138.85,49.58,153.44,41.05,1.15,23.37,2.04,497.3849057,Severe
Ahmedabad,06-10-2019,68.62,117.69,55.22,132.77,102.54,55.22,158.04,68.56,1.15,23.37,2.04,152.77,Severe
Ahmedabad,07-10-2019,99.81,155.39,36.34,162.56,119.48,36.34,146.33,68.81,1.15,23.37,2.04,414.9471698,Severe
Ahmedabad,08-10-2019,73.52,153.75,45.99,171.17,132.92,45.99,154.99,70.66,1.15,23.37,2.04,475.0320755,Severe
Ahmedabad,09-10-2019,108.07,195.19,82.73,204.06,176.45,82.73,130.56,67.73,1.15,23.37,2.04,259.2734483,Severe
Ahmedabad,10-10-2019,117.13,188.14,59.24,199.03,144.33,59.24,134.87,62.92,1.15,23.37,2.04,290.2024138,Severe
Ahmedabad,11-10-2019,70.26,153.84,34.88,211.8,143.1,34.88,139,67.9,1.15,23.37,2.04,405.8566038,Severe
Ahmedabad,12-10-2019,109.48,212.8,68.52,245.62,197.94,68.52,178.58,54.14,1.15,23.37,2.04,265.62,Severe
Ahmedabad,13-10-2019,194.36,335.86,119.3,207.05,223.66,119.3,46.78,27.16,1.15,23.37,2.04,357.2995349,Severe
Ahmedabad,15-10-2019,96.74,208.83,57.78,229.45,160.83,57.78,156.5,59.05,1.15,23.37,2.04,249.45,Severe
Ahmedabad,16-10-2019,90.7,188.75,51.18,219.01,162.35,51.18,135.76,77.07,1.15,23.37,2.04,239.01,Severe
Ahmedabad,17-10-2019,100.06,175.79,39.85,239.1,160.51,39.85,134.84,59.32,1.15,23.37,2.04,436.8018868,Severe
Ahmedabad,18-10-2019,109.01,174.56,40.53,217.53,148.54,40.53,46.78,73.44,1.15,23.37,2.04,441.0358491,Severe
Ahmedabad,19-10-2019,87.87,154.68,6.94,186.56,98.87,6.94,100.46,93.28,1.15,23.37,2.04,206.56,Very Poor
Ahmedabad,20-10-2019,89.05,129.36,5.69,159.1,83.99,5.69,105.73,76.58,1.15,23.37,2.04,196.7568966,Poor
Ahmedabad,21-10-2019,81.62,118.57,1.7,121.02,60.92,1.7,117.2,114.49,1.15,23.37,2.04,171.3924138,Poor
Ahmedabad,22-10-2019,84.9,128.62,3.67,108.85,57.21,3.67,113.16,133.14,1.15,23.37,2.04,182.5896552,Poor
Ahmedabad,23-10-2019,46.84,83.85,6.05,114.63,62.81,6.05,118.83,91.42,1.15,23.37,2.04,150.5,Poor
Ahmedabad,24-10-2019,53.59,106.77,4.79,152.09,79.64,4.79,119.97,116.38,1.15,23.37,2.04,172.09,Poor
Ahmedabad,25-10-2019,82.74,148.8,7.26,186.72,99.36,7.26,133.53,90.23,1.15,23.37,2.04,206.72,Very Poor
Ahmedabad,26-10-2019,62.7,108.91,1.41,86.91,43.97,1.41,88.46,162.43,1.15,23.37,2.04,191.7697015,Poor
Ahmedabad,27-10-2019,57.54,81.3,7.32,72.14,43.54,7.32,120.11,103.24,1.15,23.37,2.04,166.4151899,Moderate
Ahmedabad,28-10-2019,75.12,158.06,7.95,68.64,42.55,7.95,106.2,55.96,1.15,23.37,2.04,174.3101266,Poor
Ahmedabad,29-10-2019,37.74,93.24,7.42,62.2,38.81,7.42,110.11,51.34,1.15,23.37,2.04,167.6683544,Moderate
Ahmedabad,30-10-2019,20.1,52.97,16.72,74.41,55.36,16.72,134.66,50,1.15,23.37,2.04,295.9826087,Very Poor
Ahmedabad,31-10-2019,54.57,135.53,22.31,115.84,81.95,22.31,129.06,51.69,1.15,23.37,2.04,331.5201183,Severe
Ahmedabad,01-11-2019,63.17,145.88,9.85,112.58,66.15,9.85,136.87,46.54,1.15,23.37,2.04,198.1202532,Very Poor
Ahmedabad,02-11-2019,42.27,111.98,10.87,87.8,55.23,10.87,129.66,39.52,1.15,23.37,2.04,212.0478261,Poor
Ahmedabad,03-11-2019,33.68,69.15,23.59,115.67,83.3,23.59,133.73,36.66,1.44,23.55,1.89,339.0183432,Very Poor
Ahmedabad,04-11-2019,69.31,112.61,28.8,175.04,118.22,28.8,136.74,62.53,2.14,27.52,1.91,369.5384615,Severe
Ahmedabad,05-11-2019,84.29,131.73,17.04,203.26,118.58,17.04,138.03,59.57,2.14,27.52,1.91,223.26,Very Poor
Ahmedabad,06-11-2019,112.08,171.65,28.47,192.27,126.26,28.47,120.4,79.31,2.14,27.52,1.91,367.6053254,Severe
Ahmedabad,07-11-2019,56.86,79.47,15.77,156.28,94.22,15.77,163.2,46.86,2.14,27.52,1.91,282.3521739,Very Poor
Ahmedabad,08-11-2019,64.96,92.32,14.87,157.51,93.79,14.87,174.83,27.22,2.14,27.52,1.91,269.4391304,Very Poor
Ahmedabad,09-11-2019,48.99,107.67,14.05,163.7,95.88,14.05,167.13,38.58,2.14,27.52,1.91,257.673913,Very Poor
Ahmedabad,10-11-2019,68.07,133.46,9.16,155.92,86.5,9.16,168.45,51.38,2.14,27.52,1.91,189.4734177,Poor
Ahmedabad,11-11-2019,84.08,170.94,17.69,208.92,122.08,17.69,46.78,49.3,2.14,27.52,1.91,304.456213,Poor
Ahmedabad,12-11-2019,100.47,217.53,47.92,292.02,197.09,47.92,46.78,34.64,2.14,27.52,1.91,487.0490566,Severe
Ahmedabad,13-11-2019,88,145.34,18.8,226.03,131.69,18.8,46.78,32.59,2.14,27.52,1.91,310.9585799,Severe
Ahmedabad,14-11-2019,49.19,116.2,20.01,202.95,121.82,20.01,155.16,27.68,2.14,27.52,1.91,318.0467456,Severe
Ahmedabad,15-11-2019,43.56,94.58,10.3,121.43,70.98,10.3,145.89,16.36,2.14,27.52,1.91,203.8695652,Severe
Ahmedabad,16-11-2019,70.05,133.55,28.74,145.72,103.85,28.74,156.97,16.41,2.14,27.52,1.91,369.1869822,Severe
Ahmedabad,17-11-2019,58.66,78.4,29.52,136.69,100.34,29.52,135.46,16.08,2.14,27.52,1.91,373.756213,Severe
Ahmedabad,18-11-2019,62.15,94.91,42.34,147.33,120.16,42.34,143.33,15.8,2.14,27.52,1.91,452.3056604,Severe
Ahmedabad,19-11-2019,52.04,85.17,39.43,112.69,99.94,39.43,158.25,15.84,2.14,27.52,1.91,434.1867925,Severe
Ahmedabad,20-11-2019,46.54,93.8,34.48,97.74,87.15,34.48,172.68,16.99,2.14,27.52,1.91,403.3660377,Severe
Ahmedabad,21-11-2019,55.43,91.22,17.98,109.17,73.76,17.98,157.33,15.43,2.14,27.52,1.91,306.1550296,Severe
Ahmedabad,22-11-2019,55.5,95.86,17.1,99.44,68.01,17.1,176.88,16.02,2.14,27.52,1.91,301,Very Poor
Ahmedabad,23-11-2019,58.97,104.2,19.45,106.63,74.19,19.45,132.97,14.99,2.14,27.52,1.91,314.7662722,Severe
Ahmedabad,24-11-2019,60.38,98.67,17.72,98.24,68.13,17.72,137.97,16.21,2.14,27.52,1.91,304.6319527,Severe
Ahmedabad,25-11-2019,73.87,106.75,20.3,110.17,76.89,20.3,127.11,15.31,2.14,27.52,1.91,319.7455621,Very Poor
Ahmedabad,26-11-2019,64.06,101.44,16.8,92.88,64.46,16.8,139.64,30.45,1.83,31.73,1.78,297.1304348,Severe
Ahmedabad,27-11-2019,53.91,108.89,11.11,98.4,60.11,11.11,142.7,46.08,4.92,38.32,2.02,215.4913043,Severe
Ahmedabad,28-11-2019,38.15,89.99,7.78,140.56,77.43,7.78,166.39,40.11,1.46,23.05,1.8,172.1797468,Poor
Ahmedabad,29-11-2019,48.47,87.26,5.55,103.61,56.87,5.55,186.08,44.3,3.84,46.94,1.65,144.2341772,Poor
Ahmedabad,30-11-2019,46.95,86.39,8.07,86.67,51.48,8.07,147.78,41.06,3.5,43.31,1.72,175.8139241,Moderate
Ahmedabad,01-12-2019,43.06,79.08,5.26,81.68,45.84,5.26,137.18,42.68,2.75,35.25,1.87,140.6,Poor
Ahmedabad,02-12-2019,46.74,76.39,4.02,60.49,34.1,4.02,112.45,48.16,2.75,35.25,1.87,125.0607595,Moderate
Ahmedabad,03-12-2019,41.61,83.5,3.87,54.14,30.83,3.87,123.27,57.81,2.75,35.25,1.87,123.1810127,Moderate
Ahmedabad,04-12-2019,77.66,99.48,4.32,62.09,35.21,4.32,93.11,51.79,2.75,35.25,1.87,157.8737931,Moderate
Ahmedabad,05-12-2019,65.48,121.86,7.8,82.62,48.13,7.8,66.09,42.3,2.75,35.25,1.87,172.4303797,Moderate
Ahmedabad,06-12-2019,64.87,122.33,14.15,71.51,50.36,14.15,36.29,47.75,3.87,23.95,1.8,259.1086957,Very Poor
Ahmedabad,07-12-2019,93.24,157.33,9.08,83.89,51.27,9.08,36.22,53.07,3.87,23.95,1.8,208.6468966,Poor
Ahmedabad,08-12-2019,92.26,135.81,12.09,76.33,51.02,12.09,31.8,53.65,3.87,23.95,1.8,229.5521739,Poor
Ahmedabad,09-12-2019,78.95,123.59,12.83,54.51,38.77,12.83,41.87,54.56,3.87,23.95,1.8,240.1695652,Very Poor
Ahmedabad,10-12-2019,86.88,143.98,26.73,35.11,36.8,26.73,58.5,35.3,3.87,23.95,1.8,357.412426,Severe
Ahmedabad,11-12-2019,72.3,118.19,26.27,24.48,29.66,26.27,54.58,32.36,3.87,23.95,1.8,354.7177515,Severe
Ahmedabad,12-12-2019,62.39,116.84,14.39,14.9,16.14,14.39,60.87,24.18,3.87,23.95,1.8,262.5521739,Severe
Ahmedabad,13-12-2019,52.59,92.57,6.92,11.32,10.69,6.92,25.09,23.94,3.87,23.95,1.8,161.4025316,Poor
Ahmedabad,14-12-2019,63.33,99.3,4.66,14.79,10.69,4.66,29.4,24.07,3.87,23.95,1.8,133.0810127,Moderate
Ahmedabad,15-12-2019,48.58,93.92,2.56,12,7.76,2.56,20.56,27.73,3.87,23.95,1.8,106.764557,Moderate
Ahmedabad,16-12-2019,45.47,89.73,5.2,20.62,13.94,5.2,18.8,30.45,3.87,23.95,1.8,139.8481013,Moderate
Ahmedabad,17-12-2019,54.42,102.4,5.67,25.45,16.65,5.67,26.19,29.22,3.87,23.95,1.8,145.7379747,Poor
Ahmedabad,18-12-2019,72.45,116.1,8.84,25.88,19.22,8.84,29.77,24.83,3.87,23.95,1.8,185.4632911,Poor
Ahmedabad,19-12-2019,89.97,155.63,28.91,28.82,33.61,28.91,39.43,18.76,3.87,23.95,1.8,370.1828402,Very Poor
Ahmedabad,20-12-2019,104.25,163.95,29.17,23.33,32.46,29.17,35.42,15.46,3.87,23.95,1.8,371.7059172,Severe
Ahmedabad,21-12-2019,64.25,121.71,10.97,34.29,24.92,10.97,73.34,12.43,3.87,23.95,1.8,213.4826087,Poor
Ahmedabad,22-12-2019,60.17,104.08,3.75,18.36,11.75,3.75,39.26,8.94,3.87,23.95,1.8,121.6772152,Moderate
Ahmedabad,23-12-2019,57.99,97.02,2.2,17.47,10.16,2.2,52.32,6.35,3.87,23.95,1.8,102.2531646,Moderate
Ahmedabad,24-12-2019,49.63,95.51,1.89,19.99,11.16,1.89,79.47,4.87,3.87,23.95,1.8,99.33410256,Moderate
Ahmedabad,25-12-2019,53,98.1,4.07,20.11,12.85,4.07,69.13,5.4,3.87,23.95,1.8,125.6873418,Moderate
Ahmedabad,26-12-2019,52.77,95.25,6.64,31.26,20.2,6.64,50.74,10.61,3.87,23.95,1.8,157.8936709,Poor
Ahmedabad,27-12-2019,39.89,83.69,17.34,50.41,37.37,17.34,53.83,19.03,3.87,23.95,1.8,302.4059172,Very Poor
Ahmedabad,28-12-2019,43.95,85.68,11.4,45.51,30.71,11.4,73.27,19.15,3.87,23.95,1.8,219.6521739,Poor
Ahmedabad,29-12-2019,53.52,89.41,30.94,43.92,44.52,30.94,49.84,23.66,3.87,23.95,1.8,382.0745562,Very Poor
Ahmedabad,30-12-2019,69.1,115.57,34.49,45.08,45.8,34.49,68.73,23.67,66.38,271.92,65.59,403.4283019,Severe
Ahmedabad,31-12-2019,74.18,126.67,6.36,22.77,15.85,6.36,95.2,23.67,3.62,17.96,2.74,154.3848101,Very Poor
Ahmedabad,01-01-2020,79.57,131.62,3.78,12.64,8.99,3.78,27.7,23.67,4.21,31.42,2.52,164.3941379,Poor
Ahmedabad,02-01-2020,72.59,128.86,3.63,14.38,9.73,3.63,23.96,23.67,3.71,31.14,2.52,140.5658621,Moderate
Ahmedabad,03-01-2020,69.54,128.99,7.06,15.13,12.65,7.06,35.78,23.66,4.78,31.14,2.52,163.156962,Poor
Ahmedabad,04-01-2020,66.2,138.47,8.97,20.79,16.84,8.97,38.98,23.65,4.12,31.14,2.52,187.0924051,Poor
Ahmedabad,05-01-2020,55.99,110.41,5.41,15.34,11.53,5.41,45.83,23.61,3.3,31.14,2.52,142.4797468,Poor
Ahmedabad,06-01-2020,46.96,109.44,7.17,16.88,13.58,7.17,38.11,23.64,2.75,31.14,2.52,164.535443,Moderate
Ahmedabad,07-01-2020,70.06,161.09,7.37,22.67,16.56,7.37,58.67,23.58,2.75,31.14,2.52,167.0417722,Poor
Ahmedabad,08-01-2020,61.4,118.44,2.38,16.33,9.74,2.38,30.54,23.59,2.75,31.14,2.52,112.587651,Moderate
Ahmedabad,09-01-2020,38.89,93.4,2.41,14.14,8.7,2.41,46.78,23.64,2.75,31.14,2.52,104.8848101,Moderate
Ahmedabad,10-01-2020,56.14,108.83,2.5,11.65,7.55,2.5,26.75,23.58,2.75,31.14,2.52,106.2024832,Moderate
Ahmedabad,11-01-2020,59.96,109.98,2.38,14.37,8.79,2.38,45.44,23.58,2.75,31.14,2.52,106.9665772,Moderate
Ahmedabad,12-01-2020,83.9,152.94,8.81,20.66,16.65,8.81,58.01,23.56,4.42,31.14,2.52,185.0873418,Poor
Ahmedabad,13-01-2020,89.34,143.84,8.08,19.05,15.32,8.08,62.71,23.69,4.45,31.14,2.52,197.7468966,Very Poor
Ahmedabad,14-01-2020,39.83,44.53,3.26,16.42,10.29,3.26,25.78,23.62,2.72,30.82,2.49,115.5367089,Moderate
Ahmedabad,15-01-2020,53.27,90.4,3.59,16.01,10.43,3.59,19.5,23.66,2.72,30.82,2.49,119.6721519,Moderate
Ahmedabad,16-01-2020,40.07,79.32,3.75,13.41,9.34,3.75,10.67,23.6,2.75,31.14,2.52,121.6772152,Moderate
Ahmedabad,17-01-2020,80.24,219.84,20.06,15.61,22.26,20.06,36.88,23.62,2.36,34.32,2.3,318.339645,Very Poor
Ahmedabad,18-01-2020,59.51,106.43,24.98,25.39,30.87,24.98,71.69,23.57,1.82,38.68,2,347.1609467,Severe
Ahmedabad,19-01-2020,36.05,79.23,13.05,22.26,20.59,13.05,46.67,23.6,1.82,38.68,2,243.326087,Very Poor
Ahmedabad,20-01-2020,36.21,82.86,20.86,15.65,22.94,20.86,44.86,23.6,1.47,34.83,1.49,323.0260355,Very Poor
Ahmedabad,21-01-2020,51.15,123.03,33,25.32,36.81,33,84.52,23.61,1.15,31.37,1.04,394.1420118,Severe
Ahmedabad,22-01-2020,51.32,121.82,20.18,23.56,26.48,20.18,50.3,23.6,1.15,31.37,1.04,319.0426036,Severe
Ahmedabad,23-01-2020,38.71,88.47,10.39,16.11,15.61,10.39,34.63,23.56,1.15,31.37,1.04,205.1608696,Severe
Ahmedabad,28-01-2020,18.03,66.54,11.31,18.02,17.23,11.31,35.39,30.29,1.15,31.37,1.04,218.3608696,Poor
Ahmedabad,29-01-2020,28.77,73.99,20.76,21.98,25.69,20.76,40.13,32.37,1.05,30.73,1.07,322.4402367,Poor
Ahmedabad,30-01-2020,41.74,92.88,36.07,26.88,38.15,36.07,100.04,30.37,1.02,30.57,1.08,413.2660377,Severe
Ahmedabad,31-01-2020,57.28,109.84,36.16,50.06,51.39,36.16,83.08,34.61,1.39,30.64,1.05,413.8264151,Severe
Ahmedabad,01-02-2020,88.79,125.19,15.2,54.23,37.8,15.2,56.67,45.39,1.82,31.52,1.04,274.173913,Severe
Ahmedabad,02-02-2020,52.31,97.67,9.38,38.28,25.67,9.38,36.8,26.07,1.82,31.52,1.04,192.2303797,Very Poor
Ahmedabad,03-02-2020,68.19,106.14,10.08,45.94,29.93,10.08,31.18,43.72,1.53,34.6,0.81,125.5451724,Poor
Ahmedabad,04-02-2020,80.59,127.97,29.48,59.9,51.22,29.48,48.18,41.9,1.15,38.57,0.52,373.5218935,Severe
Ahmedabad,05-02-2020,77.56,137.39,30.93,59.03,51.88,30.93,59.11,36.15,1.15,38.57,0.52,382.0159763,Severe
Ahmedabad,06-02-2020,56.5,121.52,6.1,55.49,31.62,6.1,51.41,41.16,1.15,38.57,0.52,151.1265823,Very Poor
Ahmedabad,07-02-2020,66.87,127.71,23.75,53.47,43.78,23.75,47.32,53.97,1.15,38.57,0.52,339.9556213,Very Poor
Ahmedabad,08-02-2020,95.25,160.18,14.56,54.77,37.58,14.56,55.99,68.81,1.15,38.57,0.52,264.9913043,Severe
Ahmedabad,09-02-2020,69.85,124.4,6.25,40.74,24.54,6.25,27.16,39.51,1.15,38.57,0.52,153.0063291,Poor
Ahmedabad,10-02-2020,64.94,116.45,8.62,47.28,29.5,8.62,31.84,71.69,1.15,38.57,0.52,182.7063291,Poor
Ahmedabad,11-02-2020,79.58,145.12,12.48,55.78,36.51,12.48,48.28,42.4,1.15,38.57,0.52,235.1478261,Very Poor
Ahmedabad,12-02-2020,83.67,164.2,27.61,56.27,48.05,27.61,52.9,44.73,1.15,38.57,0.52,362.5674556,Severe
Ahmedabad,13-02-2020,88.83,182.12,57.7,45.43,63.19,57.7,40.9,51.73,1.15,38.57,0.52,196.0058621,Severe
Ahmedabad,14-02-2020,50.55,116.51,18.72,57.55,42.05,18.72,54.6,31.28,1.15,38.57,0.52,310.4899408,Severe
Ahmedabad,15-02-2020,73.04,136.02,24.78,67.15,51.25,24.78,57.08,53.88,1.08,37.29,0.56,345.9893491,Severe
Ahmedabad,16-02-2020,59.47,124.36,14.28,63.11,41.44,14.28,66.39,76.89,1.16,35.51,0.61,260.973913,Very Poor
Ahmedabad,17-02-2020,62.48,147.78,43.22,50.12,52.43,43.22,57.29,63.76,0.99,34.54,0.59,457.7849057,Severe
Ahmedabad,18-02-2020,85.33,163.52,59.34,54.08,67.01,59.34,64.71,75.45,1.42,32.61,0.56,184.0575862,Severe
Ahmedabad,19-02-2020,114.79,217.94,42.62,80.38,70.43,42.62,118.91,43.63,1.76,32.61,0.56,454.0490566,Severe
Ahmedabad,20-02-2020,65.74,164.24,22.33,70.75,51.18,22.33,72.14,50.08,0.99,32.61,0.56,331.6372781,Severe
Ahmedabad,21-02-2020,60.61,133.31,10.49,52.78,33.57,10.49,52.84,38.67,0.99,32.61,0.56,206.5956522,Severe
Ahmedabad,22-02-2020,36.35,97.03,4.78,52.87,29.36,4.78,42.9,52.15,0.99,32.61,0.56,134.5848101,Moderate
Ahmedabad,23-02-2020,54.06,104.74,4.22,51.33,28.19,4.22,48.07,39.74,0.99,32.61,0.56,127.5670886,Poor
Ahmedabad,24-02-2020,68.68,141.39,10.92,74.32,44.41,10.92,42.37,44.44,0.99,32.61,0.56,212.7652174,Poor
Ahmedabad,25-02-2020,73.18,193.22,31.41,94.67,69.62,31.41,62.73,46.23,1.79,32.61,0.56,384.8278107,Severe
Ahmedabad,26-02-2020,137.81,242.98,70.45,124.33,113.23,70.45,103.5,37.79,0.99,32.61,0.56,313.9006977,Severe
Ahmedabad,27-02-2020,94.27,177.11,92.96,92.35,114.42,92.96,68.76,52.7,2.63,39.93,0.86,212.1631034,Severe
Ahmedabad,28-02-2020,79.68,169.52,57.77,91.2,87.59,57.77,64.67,50.27,2.85,46.56,1.13,164.7696552,Severe
Ahmedabad,29-02-2020,53.86,136.6,17.8,75.13,49.93,17.8,64.67,52.74,2.85,46.56,1.13,305.1005917,Severe
Ahmedabad,01-03-2020,53.06,123.32,22.34,59.64,45.76,22.34,70.8,41.7,2.85,46.56,1.13,331.695858,Severe
Ahmedabad,02-03-2020,56.2,149.92,23.13,62.85,47.92,23.13,81.42,34.18,3.02,46.56,1.13,336.3236686,Severe
Ahmedabad,03-03-2020,77.58,155.65,21.26,60.32,45.29,21.26,119.95,39.83,2.85,46.56,1.13,325.3692308,Severe
Ahmedabad,04-03-2020,49.16,125.88,7.4,31.08,20.69,7.4,51.07,45.99,2.85,46.56,1.13,167.4177215,Poor
Ahmedabad,05-03-2020,43.75,115.5,8.43,24.16,18.08,8.43,63.99,38.62,2.85,46.56,1.13,180.3253165,Poor
Ahmedabad,06-03-2020,54.05,128.08,10.7,28.74,22,10.7,61.9,45.82,2.85,46.56,1.13,209.6086957,Very Poor
Ahmedabad,07-03-2020,51.32,140.9,12.19,41.31,29.25,12.19,45.6,64.01,3.45,46.56,1.13,230.9869565,Very Poor
Ahmedabad,08-03-2020,35.04,85.35,7.87,45.21,27.93,7.87,32.78,39.51,2.85,46.56,1.13,173.3075949,Very Poor
Ahmedabad,09-03-2020,37.02,90.26,5.55,32.91,20.2,5.55,42.98,67.75,2.85,46.56,1.13,144.2341772,Moderate
Ahmedabad,10-03-2020,37.67,94.36,2.28,17.52,10.25,2.28,26.68,16.92,2.85,46.56,1.13,103.2556962,Moderate
Ahmedabad,11-03-2020,31.12,80.79,3.56,21.51,13.13,3.56,19.43,16.68,2.85,46.56,1.13,119.2962025,Moderate
Ahmedabad,12-03-2020,41.19,114.05,6.04,31.18,19.72,6.04,40.38,39.51,2.85,46.56,1.13,150.3746835,Poor
Ahmedabad,13-03-2020,41.72,97.7,6.95,24.99,17.38,6.95,27.3,72.25,2.85,46.56,1.13,161.778481,Very Poor
Ahmedabad,14-03-2020,39.57,111.46,4,35.3,20.2,4,49.34,39.51,2.85,46.56,1.13,124.8101266,Moderate
Ahmedabad,15-03-2020,39.42,115.8,5.11,31.33,19.1,5.11,27.4,33.16,2.85,46.56,1.13,138.7202532,Poor
Ahmedabad,16-03-2020,36.03,90.32,3.89,34.32,19.65,3.89,28.6,53.81,2.85,46.56,1.13,123.4316456,Poor
Ahmedabad,17-03-2020,53.07,112.92,16.02,37.65,30.33,16.02,34.49,39.51,2.85,46.56,1.13,285.9391304,Very Poor
Ahmedabad,18-03-2020,58.54,124.58,15.45,44.39,33.18,15.45,42.86,81.35,2.85,46.56,1.13,277.7608696,Severe
